Channel A: 
Mode: 2
N1/T1: 53.85 µs
Channel B: 
Mode: 1
N2/T2: 53.85 µs
tau (ms)	g2 Values
-1.064230047	0.0
-1.063230047	0.0
-1.0622300470000001	0.0
-1.0612300470000002	0.0
-1.0602300470000003	0.0
-1.0592300470000005	0.0
-1.0582300470000006	0.0
-1.0572300470000007	0.0
-1.0562300470000008	0.0
-1.055230047000001	0.0
-1.054230047000001	0.0
-1.0532300470000011	0.0
-1.0522300470000012	0.0
-1.0512300470000013	0.0
-1.0502300470000014	0.0
-1.0492300470000016	0.0
-1.0482300470000017	0.0
-1.0472300470000018	0.0
-1.0462300470000019	0.0
-1.045230047000002	0.0
-1.044230047000002	0.0
-1.0432300470000022	0.0
-1.0422300470000023	0.0
-1.0412300470000024	0.0
-1.0402300470000025	0.0
-1.0392300470000027	0.0
-1.0382300470000028	0.0
-1.0372300470000029	0.0
-1.036230047000003	0.0
-1.035230047000003	0.0
-1.0342300470000032	0.0
-1.0332300470000033	0.0
-1.0322300470000034	0.0
-1.0312300470000035	0.0
-1.0302300470000036	0.0
-1.0292300470000038	0.0
-1.0282300470000039	0.0
-1.027230047000004	0.0
-1.026230047000004	0.0
-1.0252300470000042	0.0
-1.0242300470000043	0.0
-1.0232300470000044	0.0
-1.0222300470000045	0.0
-1.0212300470000046	0.0
-1.0202300470000047	0.0
-1.0192300470000049	0.0
-1.018230047000005	0.0
-1.017230047000005	0.0
-1.0162300470000052	0.0
-1.0152300470000053	0.0
-1.0142300470000054	0.0
-1.0132300470000055	0.0
-1.0122300470000056	0.0
-1.0112300470000057	0.0
-1.0102300470000058	0.0
-1.009230047000006	0.0
-1.008230047000006	0.0
-1.0072300470000062	0.0
-1.0062300470000063	0.0
-1.0052300470000064	0.0
-1.0042300470000065	0.0
-1.0032300470000066	0.0
-1.0022300470000067	0.0
-1.0012300470000068	0.0
-1.000230047000007	0.0
-0.9992300470000071	0.0
-0.9982300470000072	0.0
-0.9972300470000073	0.0
-0.9962300470000074	0.0
-0.9952300470000075	0.0
-0.9942300470000076	0.0
-0.9932300470000077	0.0
-0.9922300470000078	0.0
-0.9912300470000079	0.0
-0.990230047000008	0.0
-0.9892300470000082	0.0
-0.9882300470000083	0.0
-0.9872300470000084	0.0
-0.9862300470000085	0.0
-0.9852300470000086	0.0
-0.9842300470000087	0.0
-0.9832300470000088	0.0
-0.9822300470000089	0.0
-0.981230047000009	0.0
-0.9802300470000092	0.0
-0.9792300470000093	0.0
-0.9782300470000094	0.0
-0.9772300470000095	0.0
-0.9762300470000096	0.0
-0.9752300470000097	0.0
-0.9742300470000098	0.0
-0.9732300470000099	0.0
-0.97223004700001	0.0
-0.9712300470000101	0.0
-0.9702300470000103	0.0
-0.9692300470000104	0.0
-0.9682300470000105	0.0
-0.9672300470000106	0.0
-0.9662300470000107	0.0
-0.9652300470000108	0.0
-0.9642300470000109	0.0
-0.963230047000011	0.0
-0.9622300470000111	0.0
-0.9612300470000112	0.0
-0.9602300470000114	0.0
-0.9592300470000115	0.0
-0.9582300470000116	0.0
-0.9572300470000117	0.0
-0.9562300470000118	0.0
-0.9552300470000119	0.0
-0.954230047000012	0.0
-0.9532300470000121	0.0
-0.9522300470000122	0.0
-0.9512300470000123	0.0
-0.9502300470000125	0.0
-0.9492300470000126	0.0
-0.9482300470000127	0.0
-0.9472300470000128	0.0
-0.9462300470000129	0.0
-0.945230047000013	0.0
-0.9442300470000131	0.0
-0.9432300470000132	0.0
-0.9422300470000133	0.0
-0.9412300470000134	0.0
-0.9402300470000136	0.0
-0.9392300470000137	0.0
-0.9382300470000138	0.0
-0.9372300470000139	0.0
-0.936230047000014	0.0
-0.9352300470000141	0.0
-0.9342300470000142	0.0
-0.9332300470000143	0.0
-0.9322300470000144	0.0
-0.9312300470000145	0.0
-0.9302300470000147	0.0
-0.9292300470000148	0.0
-0.9282300470000149	0.0
-0.927230047000015	0.0
-0.9262300470000151	0.0
-0.9252300470000152	0.0
-0.9242300470000153	0.0
-0.9232300470000154	0.0
-0.9222300470000155	0.0
-0.9212300470000157	0.0
-0.9202300470000158	0.0
-0.9192300470000159	0.0
-0.918230047000016	0.0
-0.9172300470000161	0.0
-0.9162300470000162	0.0
-0.9152300470000163	0.0
-0.9142300470000164	0.0
-0.9132300470000165	0.0
-0.9122300470000166	0.0
-0.9112300470000168	0.0
-0.9102300470000169	0.0
-0.909230047000017	0.0
-0.9082300470000171	0.0
-0.9072300470000172	0.0
-0.9062300470000173	0.0
-0.9052300470000174	0.0
-0.9042300470000175	0.0
-0.9032300470000176	0.0
-0.9022300470000177	0.0
-0.9012300470000179	0.0
-0.900230047000018	0.0
